lr-AdamW,step,val_loss,val_acc,val_f1,epoch,train_loss,train_acc,train_f1,test_loss,test_acc,test_f1
,242,,,,26,1.0111041069030762,0.625,0.5708454251289368,,,
0.0005,243,,,,,,,,,,
,251,1.4014438390731812,0.5945945978164673,0.46065130829811096,27,,,,,,
,251,,,,27,0.9666891098022461,0.7291666865348816,0.6982653737068176,,,
0.0005,252,,,,,,,,,,
,260,1.3183923959732056,0.45945945382118225,0.2998782992362976,28,,,,,,
,260,,,,28,0.9448325634002686,0.7361111044883728,0.665861189365387,,,
0.0005,261,,,,,,,,,,
,269,1.299800992012024,0.6486486196517944,0.4666230082511902,29,,,,,,
,269,,,,29,0.9110329747200012,0.7569444179534912,0.7194820046424866,,,
0.0005,270,,,,,,,,,,
,278,1.2278746366500854,0.6216216087341309,0.48832476139068604,30,,,,,,
,278,,,,30,0.926875650882721,0.7430555820465088,0.6498672962188721,,,
0.0005,279,,,,,,,,,,
,287,1.1565752029418945,0.6486486196517944,0.5279208421707153,31,,,,,,
,287,,,,31,0.9329147338867188,0.7361111044883728,0.6731196641921997,,,
0.0005,288,,,,,,,,,,
,296,1.3327884674072266,0.6216216087341309,0.5070270299911499,32,,,,,,
,296,,,,32,0.9325441718101501,0.7430555820465088,0.7051828503608704,,,
0.0005,297,,,,,,,,,,
,305,1.095489263534546,0.6486486196517944,0.4853269159793854,33,,,,,,
,305,,,,33,0.8970399498939514,0.7569444179534912,0.6821236610412598,,,
0.0005,306,,,,,,,,,,
,314,1.0927983522415161,0.7297297120094299,0.5259153246879578,34,,,,,,
,314,,,,34,0.8708330988883972,0.7847222089767456,0.746294379234314,,,
0.0005,315,,,,,,,,,,
,323,1.6087095737457275,0.45945945382118225,0.39367520809173584,35,,,,,,
,323,,,,35,0.8977946043014526,0.7847222089767456,0.6852118372917175,,,
0.0005,324,,,,,,,,,,
,332,1.475787878036499,0.5405405163764954,0.5012626647949219,36,,,,,,
,332,,,,36,0.8634558916091919,0.7569444179534912,0.6755988597869873,,,
0.0005,333,,,,,,,,,,
,341,1.499894618988037,0.5135135054588318,0.47660312056541443,37,,,,,,
,341,,,,37,0.8338324427604675,0.7777777910232544,0.7019931674003601,,,
0.0005,342,,,,,,,,,,
,350,1.469008207321167,0.5405405163764954,0.36638832092285156,38,,,,,,
,350,,,,38,0.8309895396232605,0.8263888955116272,0.7472474575042725,,,
0.0005,351,,,,,,,,,,
,359,1.0681904554367065,0.7297297120094299,0.5597940683364868,39,,,,,,
,359,,,,39,0.8978654146194458,0.7569444179534912,0.7119120359420776,,,
0.0005,360,,,,,,,,,,
,368,1.1252517700195312,0.6486486196517944,0.5183390974998474,40,,,,,,
,368,,,,40,0.8552323579788208,0.7916666865348816,0.7411676049232483,,,
0.0005,369,,,,,,,,,,
,377,1.2191680669784546,0.5945945978164673,0.47084906697273254,41,,,,,,
,377,,,,41,0.8639132976531982,0.7777777910232544,0.7136551141738892,,,
0.0005,378,,,,,,,,,,
,386,1.1892300844192505,0.7027027010917664,0.5552074909210205,42,,,,,,
,386,,,,42,0.809408962726593,0.8402777910232544,0.788705050945282,,,
0.0005,387,,,,,,,,,,
,395,1.3612751960754395,0.5675675868988037,0.42250752449035645,43,,,,,,
,395,,,,43,0.842444896697998,0.75,0.6808127164840698,,,
0.0005,396,,,,,,,,,,
,404,1.406532645225525,0.5405405163764954,0.41853171586990356,44,,,,,,
,404,,,,44,0.7505085468292236,0.875,0.8476741313934326,,,
0.0005,405,,,,,,,,,,
,413,1.3460408449172974,0.6216216087341309,0.49699699878692627,45,,,,,,
,413,,,,45,0.8517324924468994,0.7777777910232544,0.7022286653518677,,,
0.0005,414,,,,,,,,,,
,422,1.242236614227295,0.6216216087341309,0.458648681640625,46,,,,,,
,422,,,,46,0.7860275506973267,0.7847222089767456,0.6977940201759338,,,
0.0005,423,,,,,,,,,,
,431,1.4103684425354004,0.5945945978164673,0.43819859623908997,47,,,,,,
,431,,,,47,0.7942788600921631,0.8263888955116272,0.7905899882316589,,,
0.0005,432,,,,,,,,,,
,440,1.1680351495742798,0.6486486196517944,0.49719151854515076,48,,,,,,
,440,,,,48,0.7688089609146118,0.8263888955116272,0.7774906754493713,,,
0.0005,441,,,,,,,,,,
,449,1.8388874530792236,0.45945945382118225,0.3738653361797333,49,,,,,,
,449,,,,49,0.8149843811988831,0.8055555820465088,0.7474669814109802,,,
0.0005,450,,,,,,,,,,
,458,1.2970730066299438,0.6756756901741028,0.5333606600761414,50,,,,,,
,458,,,,50,0.8219126462936401,0.8402777910232544,0.7744990587234497,,,
0.0005,459,,,,,,,,,,
,467,1.4253472089767456,0.5135135054588318,0.3577396869659424,51,,,,,,
,467,,,,51,0.7752099633216858,0.8611111044883728,0.8286089897155762,,,
0.0005,468,,,,,,,,,,
,476,1.2010709047317505,0.6756756901741028,0.6107630133628845,52,,,,,,
,476,,,,52,0.7842289805412292,0.8263888955116272,0.8050590753555298,,,
0.0005,477,,,,,,,,,,
,485,1.2888615131378174,0.6486486196517944,0.5167948007583618,53,,,,,,
,485,,,,53,0.7659995555877686,0.8611111044883728,0.8198025822639465,,,
0.0005,486,,,,,,,,,,
,494,1.551269769668579,0.5945945978164673,0.47546273469924927,54,,,,,,
,494,,,,54,0.7331050038337708,0.8611111044883728,0.8191173076629639,,,
0.0005,495,,,,,,,,,,
,503,1.5632985830307007,0.5675675868988037,0.45194125175476074,55,,,,,,
,503,,,,55,0.7962164282798767,0.8055555820465088,0.7706165313720703,,,
0.0005,504,,,,,,,,,,
,512,1.357869029045105,0.6486486196517944,0.5162612795829773,56,,,,,,
,512,,,,56,0.7516387104988098,0.8125,0.7658677697181702,,,
0.0005,513,,,,,,,,,,
,521,1.6175309419631958,0.5135135054588318,0.33997854590415955,57,,,,,,
,521,,,,57,0.8039857149124146,0.8125,0.7583888173103333,,,
0.0005,522,,,,,,,,,,
,530,1.508271336555481,0.6216216087341309,0.5014531016349792,58,,,,,,
,530,,,,58,0.8028662800788879,0.8055555820465088,0.7563939094543457,,,
0.0005,531,,,,,,,,,,
,539,1.3715282678604126,0.7027027010917664,0.5628758668899536,59,,,,,,
,539,,,,59,0.8021996021270752,0.8194444179534912,0.7407729029655457,,,
0.0005,540,,,,,,,,,,
,548,1.3778226375579834,0.6216216087341309,0.5089940428733826,60,,,,,,
,548,,,,60,0.7732154726982117,0.8611111044883728,0.7977110743522644,,,
0.0005,549,,,,,,,,,,
,557,1.1456538438796997,0.7567567825317383,0.6132131814956665,61,,,,,,
,557,,,,61,0.7458797097206116,0.8541666865348816,0.8281825184822083,,,
0.0005,558,,,,,,,,,,
,566,1.0726420879364014,0.7297297120094299,0.532819390296936,62,,,,,,
,566,,,,62,0.7178477048873901,0.875,0.8407598733901978,,,
0.0005,567,,,,,,,,,,
,575,1.1799800395965576,0.7567567825317383,0.6602251529693604,63,,,,,,
,575,,,,63,0.7353572249412537,0.8263888955116272,0.7762864232063293,,,
0.0005,576,,,,,,,,,,
,584,1.1503609418869019,0.6756756901741028,0.5332876443862915,64,,,,,,
,584,,,,64,0.7346832752227783,0.8611111044883728,0.8127576112747192,,,
0.0005,585,,,,,,,,,,
,593,1.1682020425796509,0.6756756901741028,0.5399178862571716,65,,,,,,
,593,,,,65,0.6645145416259766,0.9236111044883728,0.9153981804847717,,,
0.0005,594,,,,,,,,,,
,602,1.0671398639678955,0.7027027010917664,0.6005319952964783,66,,,,,,
,602,,,,66,0.6935242414474487,0.875,0.7926009893417358,,,
0.0005,603,,,,,,,,,,
,611,1.4006478786468506,0.6486486196517944,0.5761476159095764,67,,,,,,
,611,,,,67,0.6961588263511658,0.875,0.8295830488204956,,,
0.0005,612,,,,,,,,,,
,620,1.348433017730713,0.6216216087341309,0.5076313614845276,68,,,,,,
,620,,,,68,0.753708004951477,0.8541666865348816,0.793411910533905,,,
0.0005,621,,,,,,,,,,
,629,1.1405854225158691,0.7297297120094299,0.6495768427848816,69,,,,,,
,629,,,,69,0.6529691219329834,0.9305555820465088,0.9064174294471741,,,
0.0005,630,,,,,,,,,,
,638,1.4796876907348633,0.5675675868988037,0.4206992983818054,70,,,,,,
,638,,,,70,0.6785233020782471,0.9166666865348816,0.8839985132217407,,,
0.0005,639,,,,,,,,,,
,647,1.4865598678588867,0.6486486196517944,0.6657540798187256,71,,,,,,
,647,,,,71,0.7050411701202393,0.8888888955116272,0.8841032981872559,,,
0.0005,648,,,,,,,,,,
,656,1.2624034881591797,0.7297297120094299,0.6573846936225891,72,,,,,,
,656,,,,72,0.7105348706245422,0.8680555820465088,0.8410128355026245,,,
0.0005,657,,,,,,,,,,
,665,1.336037039756775,0.6216216087341309,0.49966153502464294,73,,,,,,
,665,,,,73,0.6686111092567444,0.8958333134651184,0.866948664188385,,,
0.0005,666,,,,,,,,,,
,674,1.3117543458938599,0.6216216087341309,0.5642058253288269,74,,,,,,
,674,,,,74,0.6740215420722961,0.9097222089767456,0.8756521344184875,,,
0.0005,675,,,,,,,,,,
,683,1.3879553079605103,0.6216216087341309,0.5020006895065308,75,,,,,,
,683,,,,75,0.6684534549713135,0.875,0.8508724570274353,,,
0.0005,684,,,,,,,,,,
,692,1.003002643585205,0.7027027010917664,0.5329494476318359,76,,,,,,
,692,,,,76,0.7092220783233643,0.875,0.8231834769248962,,,
0.0005,693,,,,,,,,,,
,701,1.1600459814071655,0.7297297120094299,0.5931203961372375,77,,,,,,
,701,,,,77,0.6939153075218201,0.8819444179534912,0.8748306632041931,,,
0.0005,702,,,,,,,,,,
,710,1.2120201587677002,0.6486486196517944,0.5096899271011353,78,,,,,,
,710,,,,78,0.7083957195281982,0.8611111044883728,0.8446095585823059,,,
0.0005,711,,,,,,,,,,
,719,1.1105067729949951,0.7027027010917664,0.5773776173591614,79,,,,,,
,719,,,,79,0.652120053768158,0.8958333134651184,0.8729613423347473,,,
0.0005,720,,,,,,,,,,
,728,1.2253704071044922,0.7567567825317383,0.669714629650116,80,,,,,,
,728,,,,80,0.6562903523445129,0.9166666865348816,0.8612682819366455,,,
0.0005,729,,,,,,,,,,
,737,1.2504314184188843,0.6486486196517944,0.5301538705825806,81,,,,,,
,737,,,,81,0.6362079381942749,0.9305555820465088,0.9304173588752747,,,
0.0005,738,,,,,,,,,,
,746,1.3501149415969849,0.7567567825317383,0.7876378893852234,82,,,,,,
,746,,,,82,0.7142795324325562,0.8680555820465088,0.8207514882087708,,,
0.0005,747,,,,,,,,,,
,755,1.1624644994735718,0.7297297120094299,0.566719651222229,83,,,,,,
,755,,,,83,0.710570216178894,0.875,0.8259484171867371,,,
0.0005,756,,,,,,,,,,
,764,1.2383273839950562,0.7297297120094299,0.6573846936225891,84,,,,,,
,764,,,,84,0.6769731044769287,0.9236111044883728,0.9090652465820312,,,
0.0005,765,,,,,,,,,,
,773,1.2749834060668945,0.6216216087341309,0.5657507181167603,85,,,,,,
,773,,,,85,0.6880398392677307,0.8958333134651184,0.881083071231842,,,
0.0005,774,,,,,,,,,,
,782,1.2682831287384033,0.5675675868988037,0.44230425357818604,86,,,,,,
,782,,,,86,0.6929863095283508,0.9027777910232544,0.8785714507102966,,,
0.0005,783,,,,,,,,,,
,791,1.3986977338790894,0.6216216087341309,0.5615803003311157,87,,,,,,
,791,,,,87,0.662506103515625,0.9097222089767456,0.8451003432273865,,,
0.0005,792,,,,,,,,,,
,800,1.0157157182693481,0.7027027010917664,0.5548021197319031,88,,,,,,
,800,,,,88,0.6586188077926636,0.8819444179534912,0.8162224888801575,,,
0.0005,801,,,,,,,,,,
,809,1.2232052087783813,0.7297297120094299,0.6114444136619568,89,,,,,,
,809,,,,89,0.6452904343605042,0.9097222089767456,0.8796552419662476,,,
0.0005,810,,,,,,,,,,
,818,1.0087108612060547,0.7837837934494019,0.6514317989349365,90,,,,,,
,818,,,,90,0.6247156262397766,0.9097222089767456,0.8737919330596924,,,
0.0005,819,,,,,,,,,,
,827,1.1481226682662964,0.7297297120094299,0.5760625600814819,91,,,,,,
,827,,,,91,0.6438817381858826,0.875,0.8400505781173706,,,
0.0005,828,,,,,,,,,,
,836,1.3663076162338257,0.5945945978164673,0.5190587639808655,92,,,,,,
,836,,,,92,0.6694959402084351,0.8888888955116272,0.8713757991790771,,,
0.0005,837,,,,,,,,,,
,845,1.065117359161377,0.7297297120094299,0.5964227914810181,93,,,,,,
,845,,,,93,0.6908483505249023,0.8958333134651184,0.8469959497451782,,,
0.0005,846,,,,,,,,,,
,854,1.0775420665740967,0.7567567825317383,0.6600600481033325,94,,,,,,
,854,,,,94,0.6677641868591309,0.8819444179534912,0.8741989135742188,,,
0.0005,855,,,,,,,,,,
,863,1.3013042211532593,0.6486486196517944,0.5793994069099426,95,,,,,,
,863,,,,95,0.6397223472595215,0.9027777910232544,0.8706853985786438,,,
0.0005,864,,,,,,,,,,
,872,1.1705445051193237,0.7027027010917664,0.6262499690055847,96,,,,,,
,872,,,,96,0.6097919344902039,0.9305555820465088,0.9156105518341064,,,
0.0005,873,,,,,,,,,,
,881,1.1429803371429443,0.7297297120094299,0.6538138389587402,97,,,,,,
,881,,,,97,0.6202899813652039,0.9166666865348816,0.887690544128418,,,
0.0005,882,,,,,,,,,,
,890,1.2538760900497437,0.6216216087341309,0.5541741847991943,98,,,,,,
,890,,,,98,0.6192068457603455,0.9027777910232544,0.8718224763870239,,,
0.0005,891,,,,,,,,,,
,899,1.0473474264144897,0.7027027010917664,0.5828351974487305,99,,,,,,
,899,,,,99,0.6037876605987549,0.9444444179534912,0.9144002199172974,,,
0.0005,900,,,,,,,,,,
,908,1.0113979578018188,0.7567567825317383,0.5841706991195679,100,,,,,,
,908,,,,100,0.6207361817359924,0.9166666865348816,0.8621081113815308,,,
0.0005,909,,,,,,,,,,
,917,1.1843228340148926,0.7567567825317383,0.6984984874725342,101,,,,,,
,917,,,,101,0.6154158115386963,0.9027777910232544,0.8503437042236328,,,
0.0005,918,,,,,,,,,,
,926,1.4882457256317139,0.5135135054588318,0.3932865262031555,102,,,,,,
,926,,,,102,0.6048014163970947,0.9375,0.9294297695159912,,,
0.0005,927,,,,,,,,,,
,935,0.8630146384239197,0.7027027010917664,0.5701826214790344,103,,,,,,
,935,,,,103,0.6032832860946655,0.9444444179534912,0.9366328120231628,,,
0.0005,936,,,,,,,,,,
,944,1.1353685855865479,0.7297297120094299,0.6774774789810181,104,,,,,,
,944,,,,104,0.5968766808509827,0.9583333134651184,0.9505586624145508,,,
0.0005,945,,,,,,,,,,
,953,1.0814964771270752,0.6756756901741028,0.5691414475440979,105,,,,,,
,953,,,,105,0.5931753516197205,0.9236111044883728,0.9241677522659302,,,
0.0005,954,,,,,,,,,,
,962,1.1021552085876465,0.6756756901741028,0.5891414284706116,106,,,,,,
,962,,,,106,0.6012968420982361,0.9375,0.9340110421180725,,,
0.0005,963,,,,,,,,,,
,971,1.250628113746643,0.7027027010917664,0.5936772227287292,107,,,,,,
,971,,,,107,0.5890681147575378,0.9305555820465088,0.8713757991790771,,,
0.0005,972,,,,,,,,,,
,980,1.050460934638977,0.6756756901741028,0.5067541003227234,108,,,,,,
,980,,,,108,0.5848594903945923,0.9513888955116272,0.9423183798789978,,,
0.0005,981,,,,,,,,,,
,989,0.9751886129379272,0.7297297120094299,0.5637282133102417,109,,,,,,
,989,,,,109,0.5679988861083984,0.9444444179534912,0.9142729640007019,,,
0.0005,990,,,,,,,,,,
,998,1.0706154108047485,0.7567567825317383,0.6427627801895142,110,,,,,,
,998,,,,110,0.5847600102424622,0.9513888955116272,0.9463979005813599,,,
0.0005,999,,,,,,,,,,
,1007,1.0354628562927246,0.7837837934494019,0.6364980340003967,111,,,,,,
,1007,,,,111,0.6083683967590332,0.9513888955116272,0.9164130687713623,,,
0.0005,1008,,,,,,,,,,
,1016,1.3645988702774048,0.5945945978164673,0.4752945899963379,112,,,,,,
,1016,,,,112,0.5617237687110901,0.9444444179534912,0.9390801191329956,,,
0.0005,1017,,,,,,,,,,
,1025,0.9676584005355835,0.7837837934494019,0.6095911264419556,113,,,,,,
,1025,,,,113,0.5814257860183716,0.9305555820465088,0.9155758619308472,,,
0.0005,1026,,,,,,,,,,
,1034,1.1079356670379639,0.6486486196517944,0.5258981585502625,114,,,,,,
,1034,,,,114,0.5550730228424072,0.9722222089767456,0.9627513885498047,,,
0.0005,1035,,,,,,,,,,
,1043,1.3276011943817139,0.6486486196517944,0.5416532158851624,115,,,,,,
,1043,,,,115,0.7084805965423584,0.8611111044883728,0.8429097533226013,,,
0.0005,1044,,,,,,,,,,
,1052,1.3741297721862793,0.6216216087341309,0.547419011592865,116,,,,,,
,1052,,,,116,0.6672885417938232,0.8611111044883728,0.8047800660133362,,,
0.0005,1053,,,,,,,,,,
,1061,1.170932412147522,0.7297297120094299,0.5891891717910767,117,,,,,,
,1061,,,,117,0.6216641664505005,0.9305555820465088,0.9078986048698425,,,
0.0005,1062,,,,,,,,,,
,1070,0.9812173843383789,0.8108108043670654,0.6824617385864258,118,,,,,,
,1070,,,,118,0.6120291352272034,0.9375,0.919938325881958,,,
0.0005,1071,,,,,,,,,,
,1079,1.0611591339111328,0.7297297120094299,0.5871750712394714,119,,,,,,
,1079,,,,119,0.6080578565597534,0.9236111044883728,0.8714820742607117,,,
0.0005,1080,,,,,,,,,,
,1088,1.3204315900802612,0.6756756901741028,0.6086459159851074,120,,,,,,
,1088,,,,120,0.6195935010910034,0.9375,0.9165063500404358,,,
0.0005,1089,,,,,,,,,,
,1097,1.234547734260559,0.6756756901741028,0.620597243309021,121,,,,,,
,1097,,,,121,0.569753110408783,0.9722222089767456,0.9534247517585754,,,
0.0005,1098,,,,,,,,,,
,1106,0.978110134601593,0.7567567825317383,0.6457658410072327,122,,,,,,
,1106,,,,122,0.5644772052764893,0.9513888955116272,0.9187377095222473,,,
0.0005,1107,,,,,,,,,,
,1115,1.0474486351013184,0.7837837934494019,0.683344841003418,123,,,,,,
,1115,,,,123,0.5738925933837891,0.9652777910232544,0.941533625125885,,,
0.0005,1116,,,,,,,,,,
,1124,1.189662218093872,0.7027027010917664,0.5428200960159302,124,,,,,,
,1124,,,,124,0.5884812474250793,0.9236111044883728,0.8926278352737427,,,
0.0005,1125,,,,,,,,,,
,1133,1.1304389238357544,0.7297297120094299,0.6462161540985107,125,,,,,,
,1133,,,,125,0.5519725680351257,0.9513888955116272,0.907867968082428,,,
0.0005,1134,,,,,,,,,,
,1142,1.101364254951477,0.7837837934494019,0.6946123242378235,126,,,,,,
,1142,,,,126,0.5604904890060425,0.9583333134651184,0.9451499581336975,,,
0.0005,1143,,,,,,,,,,
,1151,1.0485148429870605,0.7567567825317383,0.6291821599006653,127,,,,,,
,1151,,,,127,0.5324533581733704,0.9861111044883728,0.98710697889328,,,
0.0005,1152,,,,,,,,,,
,1160,1.0442124605178833,0.7567567825317383,0.6236381530761719,128,,,,,,
,1160,,,,128,0.5665006041526794,0.9444444179534912,0.927616536617279,,,
0.0005,1161,,,,,,,,,,
,1169,0.97210693359375,0.7567567825317383,0.6571771502494812,129,,,,,,
,1169,,,,129,0.5754123330116272,0.9375,0.9381749629974365,,,
0.0005,1170,,,,,,,,,,
,1178,1.2400999069213867,0.6756756901741028,0.566608190536499,130,,,,,,
,1178,,,,130,0.5698935985565186,0.9513888955116272,0.9178329110145569,,,
0.0005,1179,,,,,,,,,,
,1187,1.2028001546859741,0.7297297120094299,0.6495768427848816,131,,,,,,
,1187,,,,131,0.5577942132949829,0.9722222089767456,0.9545682072639465,,,
0.0005,1188,,,,,,,,,,
,1196,1.1811943054199219,0.6486486196517944,0.4801580607891083,132,,,,,,
,1196,,,,132,0.5630761384963989,0.9444444179534912,0.9210229516029358,,,
0.0005,1197,,,,,,,,,,
,1205,1.1932452917099,0.6486486196517944,0.5709074139595032,133,,,,,,
,1205,,,,133,0.5846633315086365,0.9583333134651184,0.9488245844841003,,,
0.0005,1206,,,,,,,,,,
,1214,1.3957548141479492,0.6756756901741028,0.5878679156303406,134,,,,,,
,1214,,,,134,0.5868546962738037,0.9236111044883728,0.8936281204223633,,,
0.0005,1215,,,,,,,,,,
,1223,0.9473680853843689,0.837837815284729,0.6681252717971802,135,,,,,,
,1223,,,,135,0.5722055435180664,0.9444444179534912,0.9053933620452881,,,
0.0005,1224,,,,,,,,,,
,1232,1.004575252532959,0.7297297120094299,0.6463427543640137,136,,,,,,
,1232,,,,136,0.5695041418075562,0.9583333134651184,0.9399803876876831,,,
0.0005,1233,,,,,,,,,,
,1241,0.887250542640686,0.7567567825317383,0.6185271739959717,137,,,,,,
,1241,,,,137,0.5711013674736023,0.9513888955116272,0.8960234522819519,,,
0.0005,1242,,,,,,,,,,
,1250,1.1237322092056274,0.7567567825317383,0.6890605092048645,138,,,,,,
,1250,,,,138,0.5469847321510315,0.9583333134651184,0.958724319934845,,,
0.0005,1251,,,,,,,,,,
,1259,0.9237548112869263,0.7837837934494019,0.6246110796928406,139,,,,,,
,1259,,,,139,0.5314600467681885,0.9791666865348816,0.9744347333908081,,,
0.0005,1260,,,,,,,,,,
,1268,1.2425960302352905,0.6486486196517944,0.548071026802063,140,,,,,,
,1268,,,,140,0.5679870843887329,0.9513888955116272,0.9153981804847717,,,
0.0005,1269,,,,,,,,,,
,1277,1.0188838243484497,0.7297297120094299,0.6723123788833618,141,,,,,,
,1277,,,,141,0.5548054575920105,0.9444444179534912,0.9379336833953857,,,
0.0005,1278,,,,,,,,,,
,1286,1.0126218795776367,0.7297297120094299,0.6354026794433594,142,,,,,,
,1286,,,,142,0.5436578392982483,0.9652777910232544,0.962640106678009,,,
0.0005,1287,,,,,,,,,,
,1295,1.005050778388977,0.7567567825317383,0.6744744777679443,143,,,,,,
,1295,,,,143,0.5396792888641357,0.9652777910232544,0.9545209407806396,,,
0.0005,1296,,,,,,,,,,
,1304,1.1483476161956787,0.7567567825317383,0.6609786748886108,144,,,,,,
,1304,,,,144,0.5747188329696655,0.9583333134651184,0.927910566329956,,,
0.0005,1305,,,,,,,,,,
,1313,0.9648893475532532,0.7837837934494019,0.6660475730895996,145,,,,,,
,1313,,,,145,0.5228480100631714,0.9583333134651184,0.943547248840332,,,
0.0005,1314,,,,,,,,,,
,1322,1.1269268989562988,0.7567567825317383,0.6876427531242371,146,,,,,,
,1322,,,,146,0.517359733581543,0.9722222089767456,0.9692965745925903,,,
0.0005,1323,,,,,,,,,,
,1331,1.0286307334899902,0.7567567825317383,0.6516675353050232,147,,,,,,
,1331,,,,147,0.549591600894928,0.9513888955116272,0.9405032396316528,,,
0.0005,1332,,,,,,,,,,
,1340,1.0054184198379517,0.7027027010917664,0.5816546678543091,148,,,,,,
,1340,,,,148,0.530779242515564,0.9652777910232544,0.9462853670120239,,,
0.0005,1341,,,,,,,,,,
,1349,0.9866471290588379,0.7567567825317383,0.6461520791053772,149,,,,,,
